Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Diabetes_Friendly,Heart_Friendly,Kidney_Friendly,Liver_Friendly
Cupcake (Vanilla 1 medium) (80% portion),Dessert,192.0,1.6,28.0,8.8,0.8,20.0,160.0,24.0,Snack,0.0,0,0,0,0
Blue Cheese (1 oz) (70% portion),Dairy,70.0,4.199999999999999,0.48999999999999994,5.6,0.0,0.06999999999999999,227.49999999999997,14.7,Snack,0.0,1,0,0,0
Olives (5 side) (80% portion),Fruit,28.0,0.16000000000000003,0.8,2.8000000000000003,0.4,0.0,168.0,0.0,Breakfast,0.0,1,0,0,1
Grilled Cheese Sandwich (70% portion),Meal/Processed,273.0,10.5,22.4,15.399999999999999,2.0999999999999996,2.8,560.0,42.0,Lunch,0.0,0,0,0,0
Sausage Link (1 cooked) (120% portion),Protein/Meat,102.0,6.0,1.2,8.4,0.0,0.6,360.0,24.0,Breakfast,0.0,1,0,0,0
Croutons (Garlic 1/4 cup) (50% portion) (70% portion),Grain,17.5,0.5249999999999999,2.4499999999999997,0.7,0.175,0.175,49.0,0.0,Lunch,0.0,1,1,1,1
Sausage Link (1 cooked) (70% portion) (120% portion),Protein/Meat,71.39999999999999,4.2,0.84,5.88,0.0,0.42,252.0,16.8,Breakfast,0.0,1,0,0,1
Frosting (Vanilla 2 tbsp) (50% portion) (120% portion),Condiment,84.0,0.0,13.2,3.5999999999999996,0.0,13.2,39.0,0.0,Snack,0.0,0,1,1,0
Cashews (1 oz roasted) (50% portion) (80% portion),Nut,65.2,1.72,3.6799999999999997,5.24,0.36000000000000004,0.5599999999999999,56.0,0.0,Snack,0.0,1,1,1,1
Beef Pho (1 large bowl) (80% portion),Meal/Soup,360.0,24.0,44.0,9.600000000000001,3.2,4.0,1200.0,48.0,Dinner,500.0,0,0,0,0
Cereal Bar (Fruit) (70% portion),Snack/Processed,98.0,1.4,21.0,2.0999999999999996,0.7,10.5,77.0,0.0,Breakfast,250.0,0,1,1,0
Soda (1 can Coke) (50% portion) (80% portion),Beverage,56.0,0.0,15.600000000000001,0.0,0.0,15.600000000000001,18.0,0.0,Snack,177.5,0,1,1,0
Pork Belly (1 oz in soup) (80% portion),Protein/Meat,116.0,2.4000000000000004,0.0,12.0,0.0,0.0,120.0,16.0,Dinner,0.0,1,0,1,0
Cobb Salad (120% portion),Meal/Protein,612.0,36.0,14.399999999999999,45.6,8.4,7.199999999999999,960.0,252.0,Lunch,500.0,0,0,0,0
Halibut (4oz baked) (150% portion),Protein/Fish,187.5,36.0,0.0,3.75,0.0,0.0,90.0,60.0,Dinner,250.0,1,0,0,1
Tilapia (4oz baked) (150% portion),Protein/Fish,165.0,33.0,0.0,3.75,0.0,0.0,75.0,75.0,Dinner,0.0,1,0,0,1
Macaroni Salad (1 cup) (80% portion),Meal/Pasta,304.0,6.4,24.0,20.0,2.4000000000000004,4.800000000000001,600.0,16.0,Lunch,0.0,0,0,0,0
Cardamom (in coffee) (130% portion) (70% portion),Condiment,0.9099999999999999,0.0,0.182,0.0,0.091,0.0,0.0,0.0,Snack,0.0,1,1,1,1
Jicama (1 cup sticks) (70% portion),Vegetable,32.199999999999996,0.63,7.419999999999999,0.06999999999999999,4.06,1.47,3.5,0.0,Snack,0.0,1,1,1,1
Grapefruit (1/2 medium) (120% portion),Fruit,62.4,1.32,15.839999999999998,0.24,2.4,10.2,0.0,0.0,Breakfast,0.0,0,1,1,0
Whole Wheat Toast (1 slice) (50% portion) (150% portion),Grain,60.0,3.0,10.5,0.75,1.5,1.5,105.0,0.0,Breakfast,0.0,1,1,1,1
Mayonnaise (1 tbsp for dipping) (130% portion) (80% portion),Condiment,93.60000000000001,0.10400000000000001,0.10400000000000001,10.4,0.0,0.10400000000000001,72.8,5.2,Dinner,0.0,1,1,1,0
Pita Bread (1 white) (150% portion),Grain,247.5,8.25,49.5,1.7999999999999998,2.25,2.25,465.0,0.0,Snack,0.0,0,0,0,1
Cucumber Slices (1 cup) (80% portion),Vegetable,12.8,0.5599999999999999,2.8800000000000003,0.08000000000000002,0.4,1.36,1.6,0.0,Snack,0.0,1,1,1,1
Pisco Sour (1 drink) (130% portion) (120% portion),Beverage,390.0,1.56,39.0,0.0,0.0,37.440000000000005,7.8,7.8,Snack,234.0,0,1,1,0
Smoothie (Fruit & Yogurt) (70% portion) (120% portion),Beverage/Meal,235.2,10.079999999999998,46.199999999999996,2.52,5.88,33.6,58.8,4.2,Breakfast,175.0,0,1,1,0
Basil (2 tbsp fresh) (80% portion),Condiment,0.8,0.08000000000000002,0.08000000000000002,0.0,0.08000000000000002,0.0,0.0,0.0,Dinner,0.0,1,1,1,1
Pisco Sour (1 drink) (50% portion) (80% portion),Beverage,100.0,0.4,10.0,0.0,0.0,9.600000000000001,2.0,2.0,Snack,90.0,0,1,1,0
Veggie Burger (1 patty) (120% portion),Protein/Vegetarian,144.0,13.2,12.0,4.8,6.0,1.2,420.0,0.0,Lunch,250.0,1,0,0,1
Baba Ganoush (1/4 cup) (80% portion),Meal/Vegetable,80.0,1.6,6.4,5.6000000000000005,3.2,1.6,240.0,0.0,Snack,0.0,1,0,0,0
Chicken Alfredo (1.5 cups) (120% portion),Meal/Pasta,816.0,42.0,54.0,45.6,4.8,6.0,1176.0,144.0,Dinner,250.0,0,0,0,0
Asparagus (1 cup steamed) (120% portion),Vegetable,48.0,5.159999999999999,8.88,0.48,4.32,4.2,4.8,0.0,Dinner,0.0,1,1,1,1
Pistachios (1 oz shelled) (120% portion),Nut,190.79999999999998,6.84,9.24,15.36,3.5999999999999996,2.64,2.4,0.0,Snack,0.0,1,1,1,0
Cheese Whiz (2 tbsp) (150% portion),Condiment/Processed,135.0,6.0,4.5,10.5,0.0,3.0,810.0,30.0,Lunch,0.0,1,0,0,0
Bobotie (1 serving) (80% portion),Meal/Meat,360.0,20.0,24.0,20.0,4.0,12.0,560.0,120.0,Dinner,0.0,0,0,0,0
Root Beer (1 can) (150% portion),Beverage,225.0,0.0,60.0,0.0,0.0,60.0,82.5,0.0,Snack,355.0,0,1,1,0
Thai Iced Tea (1 glass) (150% portion) (150% portion),Beverage,562.5,6.75,78.75,27.0,0.0,74.25,112.5,78.75,Snack,450.0,0,0,1,0
Malva Pudding (1 slice) (130% portion) (80% portion),Dessert,395.20000000000005,5.2,62.400000000000006,14.56,2.08,41.6,364.0,62.400000000000006,Snack,0.0,0,0,0,0
Negroni (1 drink) (130% portion) (120% portion),Beverage,296.4,0.0,23.4,0.0,0.0,23.4,7.8,0.0,Snack,117.0,0,1,1,0
Cod (4oz baked) (70% portion) (70% portion),Protein/Fish,46.55,9.799999999999999,0.0,0.39199999999999996,0.0,0.0,46.55,26.95,Dinner,175.0,1,0,1,1
Burger (cheeseburger) (50% portion) (150% portion),Meal/Processed,412.5,22.5,30.0,22.5,2.25,5.25,825.0,67.5,Dinner,250.0,1,0,0,0
Blue Cheese (1 oz) (70% portion),Dairy,70.0,4.199999999999999,0.48999999999999994,5.6,0.0,0.06999999999999999,227.49999999999997,14.7,Snack,0.0,1,0,0,0
Mayonnaise (1 tbsp for dipping) (80% portion),Condiment,72.0,0.08000000000000002,0.08000000000000002,8.0,0.0,0.08000000000000002,56.0,4.0,Dinner,0.0,1,1,1,0
Salt (1/4 tsp) (150% portion) (80% portion),Condiment,0.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,Dinner,0.0,1,0,0,1
Basil (2 tbsp fresh) (70% portion),Condiment,0.7,0.06999999999999999,0.06999999999999999,0.0,0.06999999999999999,0.0,0.0,0.0,Dinner,0.0,1,1,1,1
Muffin (Blueberry 1 large) (150% portion),Grain/Dessert,570.0,7.5,82.5,24.0,3.0,45.0,525.0,75.0,Breakfast,250.0,0,0,0,0
Coffee (with cream/sugar) (80% portion),Beverage,40.0,0.4,4.0,2.4000000000000004,0.0,3.6,8.0,8.0,Breakfast,250.0,1,1,1,1
Cheese Whiz (2 tbsp) (150% portion) (150% portion),Condiment/Processed,202.5,9.0,6.75,15.75,0.0,4.5,1215.0,45.0,Lunch,0.0,1,0,0,0
Beef Tacos (2 hard shell) (130% portion) (80% portion),Meal/Meat,395.20000000000005,18.72,29.12,22.880000000000003,5.2,3.12,624.0,52.0,Dinner,650.0,0,0,0,0
Croutons (1/4 cup) (50% portion) (120% portion),Grain,30.0,0.8999999999999999,4.2,1.2,0.3,0.3,84.0,0.0,Lunch,0.0,1,1,1,1
Aji Amarillo Paste (1 tsp) (80% portion),Condiment,4.0,0.08000000000000002,0.8,0.0,0.4,0.4,40.0,0.0,Dinner,0.0,1,1,1,1
Tapioca Pearls (1/4 cup boba) (130% portion) (80% portion),Condiment,104.0,0.0,26.0,0.0,0.0,20.8,5.2,0.0,Snack,0.0,0,1,1,0
Silken Tofu (3oz in soup) (150% portion) (120% portion),Protein/Vegetarian,81.0,9.0,3.5999999999999996,4.5,0.8999999999999999,1.7999999999999998,9.0,0.0,Dinner,0.0,1,1,1,1
Stuffed Grape Leaves (3 pcs) (150% portion),Meal/Vegetarian,225.0,4.5,30.0,10.5,4.5,4.5,600.0,0.0,Snack,0.0,1,0,0,0
Orange Peel (garnish) (80% portion),Condiment,0.8,0.0,0.16000000000000003,0.0,0.08000000000000002,0.0,0.0,0.0,Snack,0.0,1,1,1,1
S'more (1 serving) (80% portion),Dessert,112.0,1.6,20.0,3.2,0.8,12.0,72.0,0.0,Snack,0.0,0,1,1,0
Aji Amarillo Paste (1 tsp) (70% portion) (120% portion),Condiment,4.2,0.08399999999999987,0.84,0.0,0.42,0.42,42.0,0.0,Dinner,0.0,1,1,1,1
Rice (1/4 cup filling) (120% portion),Grain,61.199999999999996,1.32,13.319999999999999,0.12,0.12,0.0,0.0,0.0,Snack,0.0,1,1,1,1
